id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.de,name.en,name.es,name.fr,name.it,name.ja,name.ja-Hrkt,name.ko,name.roomaji,name.zh-Hans,name.zh-Hant,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
976,976,paldea,veluza,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. the spare flesh has a mild but delicious flavor.",generation-ix,1,1,common,4,False,ミガルーサ,Migalusa,가비루사,輕身鱈,Délestin,Agiluza,Veluza,Veluza,Veluza,ミガルーサ,轻身鳕,water,psychic,False,False,False,False,25,900,,,90,102,73,78,65,70,,,,False,
671,671,kalos,florges,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",generation-vi,1,1,common,8,False,フラージェス,Florges,플라제스,花潔夫人,Florges,Florges,Florges,Florges,Florges,フラージェス,花洁夫人,fairy,,False,False,False,False,11,100,,floette,78,65,68,112,154,75,,,,False,
480,480,sinnoh,uxie,Known as “the being of knowledge.” it is said that it can wipe out the memory of those who see its eyes.,generation-iv,1,1,legendary,-1,False,ユクシー,Yuxie,유크시,由克希,Créhelf,Selfe,Uxie,Uxie,Uxie,ユクシー,由克希,psychic,,False,True,False,False,3,3,,,75,75,130,75,130,95,,,,False,
977,977,paldea,dondozo,"This pokémon is a glutton, but it’s bad at getting food. it teams up with a tatsugiri to catch prey.",generation-ix,1,1,common,4,False,ヘイラッシャ,Heyrusher,어써러셔,吃吼霸,Oyacata,Heerashai,Dondozo,Dondozo,Dondozo,ヘイラッシャ,吃吼霸,water,,False,False,False,False,120,2200,,,150,100,115,65,65,35,,,,False,
672,672,kalos,skiddo,"Thought to be one of the first pokémon to live in harmony with humans, it has a placid disposition.",generation-vi,1,1,common,4,False,メェークル,Meecle,메이클,坐騎小羊,Cabriolaine,Mähikel,Skiddo,Skiddo,Skiddo,メェークル,坐骑小羊,grass,,False,False,False,False,9,310,gogoat,,66,65,48,62,57,52,,,,False,
290,290,hoenn,nincada,Nincada lives underground for many years in complete darkness. this pokémon absorbs nutrients from the roots of trees. it stays motionless as it waits for evolution.,generation-iii,1,1,common,4,False,ツチニン,Tutinin,토중몬,土居忍士,Ningale,Nincada,Nincada,Nincada,Nincada,ツチニン,土居忍士,bug,ground,False,False,False,False,5,55,ninjask,,31,45,90,30,30,40,,,,False,
288,288,hoenn,vigoroth,Vigoroth is always itching and agitated to go on a wild rampage. it simply can’t tolerate sitting still for even a minute. this pokémon’s stress level rises if it can’t be moving constantly.,generation-iii,1,1,common,4,False,ヤルキモノ,Yarukimono,발바로,過動猿,Vigoroth,Muntier,Vigoroth,Vigoroth,Vigoroth,ヤルキモノ,过动猿,normal,,False,False,False,False,14,465,slaking,slakoth,80,80,80,55,55,90,,,,False,
289,289,hoenn,slaking,"Slaking spends all day lying down and lolling about. it eats grass growing within its reach. if it eats all the grass it can reach, this pokémon reluctantly moves to another spot.",generation-iii,1,1,common,4,False,ケッキング,Kekking,게을킹,請假王,Monaflèmit,Letarking,Slaking,Slaking,Slaking,ケッキング,请假王,normal,,False,False,False,False,20,1305,,vigoroth,150,160,100,95,65,100,,,,False,
102,102,kanto,exeggcute,"Often mistaken for eggs. when disturbed, they quickly gather and attack in swarms.",generation-i,1,1,common,4,False,タマタマ,Tamatama,아라리,蛋蛋,Noeunoeuf,Owei,Exeggcute,Exeggcute,Exeggcute,タマタマ,蛋蛋,grass,psychic,False,False,False,False,4,25,exeggutor,,60,40,80,60,45,40,,,,False,
481,481,sinnoh,mesprit,"Known as “the being of emotion.” it taught humans the nobility of sorrow, pain, and joy.",generation-iv,1,1,legendary,-1,False,エムリット,Emrit,엠라이트,艾姆利多,Créfollet,Vesprit,Mesprit,Mesprit,Mesprit,エムリット,艾姆利多,psychic,,False,True,False,False,3,3,,,80,105,105,105,105,80,,,,False,
291,291,hoenn,ninjask,"Ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. for that reason, this pokémon was long believed to be invisible.",generation-iii,1,1,common,4,False,テッカニン,Tekkanin,아이스크,鐵面忍者,Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,テッカニン,铁面忍者,bug,flying,False,False,False,False,8,120,,nincada,61,90,45,50,50,160,,,,False,
762,762,alola,steenee,"The sepals on its head developed to protect its body. these are quite hard, so even if pecked by bird pokémon, this pokémon is totally fine.",generation-vii,1,1,common,8,False,Steenee,アママイコ,Amamaiko,달무리나,甜舞妮,Candine,Frubaila,Steenee,Steenee,アママイコ,甜舞妮,grass,,False,False,False,False,7,82,tsareena,bounsweet,52,40,48,40,48,62,,,,False,
979,979,paldea,annihilape,"When its anger rose beyond a critical point, this pokémon gained power that is unfettered by the limits of its physical body.",generation-ix,1,1,common,4,False,コノヨザル,Konoyozaru,저승갓숭,棄世猴,Courrousinge,Epitaff,Annihilape,Annihilape,Annihilape,コノヨザル,弃世猴,fighting,ghost,False,False,False,False,12,560,,primeape,110,115,80,50,90,90,,,,False,
482,482,sinnoh,azelf,Known as “the being of willpower.” it sleeps at the bottom of a lake to keep the world in balance.,generation-iv,1,1,legendary,-1,False,アグノム,Agnome,아그놈,亞克諾姆,Créfadet,Tobutz,Azelf,Azelf,Azelf,アグノム,亚克诺姆,psychic,,False,True,False,False,3,3,,,75,125,70,125,70,115,,,,False,
763,763,alola,tsareena,"Its long, striking legs aren’t just for show but to be used to kick with skill. in victory, it shows off by kicking the defeated, laughing boisterously.",generation-vii,1,1,common,8,False,アマージョ,Amajo,달코퀸,甜冷美后,Sucreine,Fruyal,Tsareena,Tsareena,Tsareena,アマージョ,甜冷美后,grass,,False,False,False,False,12,214,,steenee,72,120,98,50,98,72,,,,False,
980,980,paldea,clodsire,"When attacked, this pokémon will retaliate by sticking thick spines out from its body. it’s a risky move that puts everything on the line.",generation-ix,1,1,common,4,False,ドオー,Dooh,토오,土王,Terraiste,Suelord,Clodsire,Clodsire,Clodsire,ドオー,土王,poison,ground,False,False,False,False,18,2230,,wooper,130,75,60,45,100,20,,,,False,
673,673,kalos,gogoat,It can tell how its trainer is feeling by subtle shifts in the grip on its horns. this empathic sense lets them run as if one being.,generation-vi,1,1,common,4,False,ゴーゴート,Gogoat,고고트,坐騎山羊,Chevroum,Chevrumm,Gogoat,Gogoat,Gogoat,ゴーゴート,坐骑山羊,grass,,False,False,False,False,17,910,,skiddo,123,100,62,97,81,68,,,,False,
764,764,alola,comfey,"It attaches flowers to its highly nutritious vine. this revitalizes the flowers, and they give off an aromatic scent.",generation-vii,1,1,common,6,False,キュワワー,Cuwawa,큐아링,花療環環,Guérilande,Curelei,Comfey,Comfey,Comfey,キュワワー,花疗环环,fairy,,False,False,False,False,1,3,,,51,52,90,82,110,100,,,,False,
292,292,hoenn,shedinja,"Shedinja’s hard body doesn’t move - not even a twitch. in fact, its body appears to be merely a hollow shell. it is believed that this pokémon will steal the spirit of anyone peering into its hollow body from its back.",generation-iii,1,1,common,-1,False,ヌケニン,Nukenin,껍질몬,脫殼忍者,Munja,Ninjatom,Shedinja,Shedinja,Shedinja,ヌケニン,脱壳忍者,bug,ghost,False,False,False,False,8,12,,nincada,1,90,45,30,30,40,,,,False,
104,104,kanto,cubone,"Because it never removes its skull helmet, no one has ever seen this pokémon's real face.",generation-i,1,1,common,4,False,カラカラ,Karakara,탕구리,卡拉卡拉,Osselait,Tragosso,Cubone,Cubone,Cubone,カラカラ,卡拉卡拉,ground,,False,False,False,False,4,65,marowak,,50,50,95,40,50,35,,,,False,
293,293,hoenn,whismur,"Normally, Whismur’s voice is very quiet - it is barely audible even if one is paying close attention. however, if this pokémon senses danger, it starts crying at an earsplitting volume.",generation-iii,1,1,common,4,False,ゴニョニョ,Gonyonyo,소곤룡,咕妞妞,Chuchmur,Flurmel,Whismur,Whismur,Whismur,ゴニョニョ,咕妞妞,normal,,False,False,False,False,6,163,loudred,,64,51,23,51,23,28,,,,False,
981,981,paldea,farigiraf,"Now that the brain waves from the head and tail are synced up, the psychic power of this pokémon is 10 times stronger than girafarig’s.",generation-ix,1,1,common,4,False,リキキリン,Rikikirin,키키링,奇麒麟,Farigiraf,Farigiraf,Farigiraf,Farigiraf,Farigiraf,リキキリン,奇麒麟,normal,psychic,False,False,False,False,32,1600,,girafarig,120,90,70,110,70,60,,,,False,
106,106,kanto,hitmonlee,"When in a hurry, its legs lengthen progressively. it runs smoothly with extra long, loping strides.",generation-i,1,1,common,0,False,サワムラー,Sawamular,시라소몬,飛腿郎,Kicklee,Kicklee,Hitmonlee,Hitmonlee,Hitmonlee,サワムラー,飞腿郎,fighting,,False,False,False,False,15,498,,tyrogue,50,120,53,35,110,87,,,,False,
765,765,alola,oranguru,"Known for its extreme intelligence, this pokémon will look down on inexperienced trainers, so it’s best suited to veteran trainers.",generation-vii,1,1,common,4,False,ヤレユータン,Yareyuutan,하랑우탄,智揮猩,Gouroutan,Kommandutan,Oranguru,Oranguru,Oranguru,ヤレユータン,智挥猩,normal,psychic,False,False,False,False,15,760,,,90,60,80,90,110,60,,,,False,
983,983,paldea,kingambit,Only a bisharp that stands above all others in its vast army can evolve into Kingambit.,generation-ix,1,1,common,4,False,ドドゲザン,Dodogezan,대도각참,仆刀將軍,Scalpereur,Gladimperio,Kingambit,Kingambit,Kingambit,ドドゲザン,仆刀将军,dark,steel,False,False,False,False,20,1200,,bisharp,100,135,120,60,85,50,,,,False,
295,295,hoenn,exploud,"Exploud triggers earthquakes with the tremors it creates by bellowing. if this pokémon violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",generation-iii,1,1,common,4,False,バクオング,Bakuong,폭음룡,爆音怪,Brouhabam,Krawumms,Exploud,Exploud,Exploud,バクオング,爆音怪,normal,,False,False,False,False,15,840,,loudred,104,91,63,91,73,68,,,,False,
485,485,sinnoh,heatran,It dwells in volcanic caves. it digs in with its cross-shaped feet to crawl on ceilings and walls.,generation-iv,1,1,legendary,4,False,ヒードラン,Heatran,히드런,席多藍恩,Heatran,Heatran,Heatran,Heatran,Heatran,ヒードラン,席多蓝恩,fire,steel,False,True,False,False,17,4300,,,91,90,106,130,106,77,,,,False,
766,766,alola,passimian,They form groups of roughly 20 individuals. their mutual bond is remarkable—they will never let down a comrade.,generation-vii,1,1,common,4,False,ナゲツケサル,Nagetukesaru,내던숭이,投擲猴,Quartermac,Quartermak,Passimian,Passimian,Passimian,ナゲツケサル,投掷猴,fighting,,False,False,False,False,20,828,,,100,120,90,40,60,80,,,,False,
486,486,sinnoh,regigigas,There is an enduring legend that states this pokémon towed continents with ropes.,generation-iv,1,1,legendary,-1,False,レジギガス,Regigigas,레지기가스,雷吉奇卡斯,Regigigas,Regigigas,Regigigas,Regigigas,Regigigas,レジギガス,雷吉奇卡斯,normal,,False,True,False,False,37,4200,,,110,160,110,80,110,100,,,,False,
107,107,kanto,hitmonchan,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",generation-i,1,1,common,0,False,エビワラー,Ebiwalar,홍수몬,快拳郎,Tygnon,Nockchan,Hitmonchan,Hitmonchan,Hitmonchan,エビワラー,快拳郎,fighting,,False,False,False,False,14,502,,tyrogue,50,105,79,35,110,76,,,,False,
767,767,alola,wimpod,"This pokémon is a coward. as it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",generation-vii,1,1,common,4,False,コソクムシ,Kosokumushi,꼬시레,膽小蟲,Sovkipou,Reißlaus,Wimpod,Wimpod,Wimpod,コソクムシ,胆小虫,bug,water,False,False,False,False,5,120,golisopod,,25,35,40,20,30,80,,,,False,
296,296,hoenn,makuhita,"Makuhita is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. every time it gets back up, this pokémon stores more energy in its body for evolving.",generation-iii,1,1,common,2,False,マクノシタ,Makunoshita,마크탕,幕下力士,Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,マクノシタ,幕下力士,fighting,,False,False,False,False,10,864,hariyama,,72,60,30,20,30,25,,,,False,
984,984,paldea,great-tusk,Sightings of this pokémon have occurred in recent years. the name great tusk was taken from a creature listed in a certain book.,generation-ix,1,1,common,-1,False,イダイナキバ,Idainakiba,위대한엄니,雄偉牙,Fort-Ivoire,Riesenzahn,Colmilargo,Grandizanne,Great Tusk,イダイナキバ,雄伟牙,ground,fighting,False,False,False,False,22,3200,,,115,131,131,53,53,87,,,,False,
294,294,hoenn,loudred,Loudred’s bellowing can completely decimate a wood-frame house. it uses its voice to punish its foes. this pokémon’s round ears serve as loudspeakers.,generation-iii,1,1,common,4,False,ドゴーム,Dogohmb,노공룡,吼爆彈,Ramboum,Krakeelo,Loudred,Loudred,Loudred,ドゴーム,吼爆弹,normal,,False,False,False,False,10,405,exploud,whismur,84,71,43,71,43,48,,,,False,
108,108,kanto,lickitung,Its tongue can be extended like a chameleon's. it leaves a tingling sensation when it licks enemies.,generation-i,1,1,common,4,False,ベロリンガ,Beroringa,내루미,大舌頭,Excelangue,Schlurp,Lickitung,Lickitung,Lickitung,ベロリンガ,大舌头,normal,,False,False,False,False,12,655,lickilicky,,90,55,75,60,75,30,,,,False,
109,109,kanto,koffing,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",generation-i,1,1,common,4,False,ドガース,Dogars,또가스,瓦斯彈,Smogo,Smogon,Koffing,Koffing,Koffing,ドガース,瓦斯弹,poison,,False,False,False,False,6,10,weezing,,40,65,95,60,45,35,,,,False,
768,768,alola,golisopod,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",generation-vii,1,1,common,4,False,グソクムシャ,Gusokumusha,갑주무사,具甲武者,Sarmuraï,Tectass,Golisopod,Golisopod,Golisopod,グソクムシャ,具甲武者,bug,water,False,False,False,False,20,1080,,wimpod,75,125,140,60,90,40,,,,False,
488,488,sinnoh,cresselia,Shiny particles are released from its wings like a veil. it is said to represent the crescent moon.,generation-iv,1,1,legendary,8,False,クレセリア,Crecelia,크레세리아,克雷色利亞,Cresselia,Cresselia,Cresselia,Cresselia,Cresselia,クレセリア,克雷色利亚,psychic,,False,True,False,False,15,856,,,120,70,110,75,120,85,,,,False,
872,872,galar,snom,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",generation-viii,1,1,common,4,False,ユキハミ,Yukihami,누니머기,雪吞蟲,Frissonille,Snomnom,Snom,Snom,Snom,ユキハミ,雪吞虫,ice,bug,False,False,False,False,3,38,frosmoth,,30,25,35,45,30,20,,,,False,
873,873,galar,frosmoth,Icy scales fall from its wings like snow as it flies over fields and mountains. the temperature of its wings is less than −290 degrees fahrenheit.,generation-viii,1,1,common,4,False,モスノウ,Mothnow,모스노우,雪絨蛾,Beldeneige,Mottineva,Frosmoth,Frosmoth,Frosmoth,モスノウ,雪绒蛾,ice,bug,False,False,False,False,13,420,,snom,70,65,60,125,90,65,,,,False,
769,769,alola,sandygast,"Born from a sand mound playfully built by a child, this pokémon embodies the grudges of the departed.",generation-vii,1,1,common,4,False,スナバァ,Sunaba,모래꿍,沙丘娃,Bacabouh,Sankabuh,Sandygast,Sandygast,Sandygast,スナバァ,沙丘娃,ghost,ground,False,False,False,False,5,700,palossand,,55,55,80,70,45,15,,,,False,
297,297,hoenn,hariyama,It has the habit of challenging others without hesitation to tests of strength. it’s been known to stand on train tracks and stop trains using forearm thrusts.,generation-iii,1,1,common,2,False,ハリテヤマ,Hariteyama,하리뭉,鐵掌力士,Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,ハリテヤマ,铁掌力士,fighting,,False,False,False,False,23,2538,,makuhita,144,120,60,40,60,50,,,,False,
299,299,hoenn,nosepass,"Nosepass’s magnetic nose is always pointed to the north. if two of these pokémon meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.",generation-iii,1,1,common,4,False,ノズパス,Nosepass,코코파스,朝北鼻,Tarinor,Nasgnet,Nosepass,Nosepass,Nosepass,ノズパス,朝北鼻,rock,,False,False,False,False,10,970,probopass,,30,45,135,45,90,30,,,,False,
298,298,hoenn,azurill,A pokémon that lives by water. it moves quickly on land by bouncing on its big tail.,generation-iii,1,1,common,6,False,ルリリ,Ruriri,루리리,露力麗,Azurill,Azurill,Azurill,Azurill,Azurill,ルリリ,露力丽,normal,fairy,False,False,False,False,2,20,marill,,50,20,40,20,40,20,,,,False,
489,489,sinnoh,phione,"It drifts in warm seas. it always returns to where it was born, no matter how far it may have drifted.",generation-iv,1,1,mythical,-1,False,フィオネ,Phione,피오네,霏歐納,Phione,Phione,Phione,Phione,Phione,フィオネ,霏欧纳,water,,True,False,False,False,4,31,manaphy,,80,80,80,80,80,80,,,,False,
490,490,sinnoh,manaphy,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",generation-iv,1,1,mythical,-1,False,マナフィ,Manaphy,마나피,瑪納霏,Manaphy,Manaphy,Manaphy,Manaphy,Manaphy,マナフィ,玛纳霏,water,,True,False,False,False,3,14,,phione,100,100,100,100,100,100,,,,False,
770,770,alola,palossand,"Possessed people controlled by this pokémon transformed its sand mound into a castle. as it evolved, its power to curse grew ever stronger.",generation-vii,1,1,common,4,False,シロデスナ,Sirodethna,모래성이당,噬沙堡爺,Trépassable,Colossand,Palossand,Palossand,Palossand,シロデスナ,噬沙堡爷,ghost,ground,False,False,False,False,13,2500,,sandygast,85,75,110,100,75,35,,,,False,
874,874,galar,stonjourner,"It stands in grasslands, watching the sun’s descent from zenith to horizon. this pokémon has a talent for delivering dynamic kicks.",generation-viii,1,1,common,4,False,イシヘンジン,Ishihengin,돌헨진,巨石丁,Dolman,Humanolith,Stonjourner,Stonjourner,Stonjourner,イシヘンジン,巨石丁,rock,,False,False,False,False,25,5200,,,100,125,135,20,20,70,,,,False,
491,491,sinnoh,darkrai,It can lull people to sleep and make them dream. it is active during nights of the new moon.,generation-iv,1,1,mythical,-1,False,ダークライ,Darkrai,다크라이,達克萊伊,Darkrai,Darkrai,Darkrai,Darkrai,Darkrai,ダークライ,达克莱伊,dark,,True,False,False,False,15,505,,,70,90,90,135,90,125,,,,False,
682,682,kalos,spritzee,It emits a scent that enraptures those who smell it. this fragrance changes depending on what it has eaten.,generation-vi,1,1,common,4,False,シュシュプ,Shushupu,슈쁘,粉香香,Fluvetin,Parfi,Spritzee,Spritzee,Spritzee,シュシュプ,粉香香,fairy,,False,False,False,False,2,5,aromatisse,,78,52,60,63,65,23,,,,False,
111,111,kanto,rhyhorn,"A pokémon with a one-track mind. once it charges,  it won't stop running until it falls asleep.",generation-i,1,1,common,4,True,サイホーン,Sihorn,뿔카노,獨角犀牛,Rhinocorne,Rihorn,Rhyhorn,Rhyhorn,Rhyhorn,サイホーン,独角犀牛,ground,rock,False,False,False,False,10,1150,rhydon,,80,85,95,30,30,25,,,,False,
683,683,kalos,aromatisse,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",generation-vi,1,1,common,4,False,フレフワン,Frefuwan,프레프티르,芳香精,Cocotine,Parfinesse,Aromatisse,Aromatisse,Aromatisse,フレフワン,芳香精,fairy,,False,False,False,False,8,155,,spritzee,101,72,72,99,89,29,,,,False,
112,112,kanto,rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",generation-i,1,1,common,4,True,サイドン,Sidon,코뿌리,鑽角犀獸,Rhinoféros,Rizeros,Rhydon,Rhydon,Rhydon,サイドン,钻角犀兽,ground,rock,False,False,False,False,19,1200,rhyperior,rhyhorn,105,130,120,45,45,40,,,,False,
301,301,hoenn,delcatty,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. because this pokémon eats and sleeps whenever it decides, its daily routines are completely random.",generation-iii,1,1,common,6,False,エネコロロ,Enekororo,델케티,優雅貓,Delcatty,Enekoro,Delcatty,Delcatty,Delcatty,エネコロロ,优雅猫,normal,,False,False,False,False,11,326,,skitty,70,65,65,55,55,90,,,,False,
300,300,hoenn,skitty,Skitty has the habit of becoming fascinated by moving objects and chasing them around. this pokémon is known to chase after its own tail and become dizzy.,generation-iii,1,1,common,6,False,エネコ,Eneco,에나비,向尾喵,Skitty,Eneco,Skitty,Skitty,Skitty,エネコ,向尾喵,normal,,False,False,False,False,6,110,delcatty,,50,45,45,35,35,50,,,,False,
684,684,kalos,swirlix,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",generation-vi,1,1,common,4,False,ペロッパフ,Peroppafu,나룸퍼프,綿綿泡芙,Sucroquin,Flauschling,Swirlix,Swirlix,Swirlix,ペロッパフ,绵绵泡芙,fairy,,False,False,False,False,4,35,slurpuff,,62,48,66,59,57,49,,,,False,
685,685,kalos,slurpuff,It can distinguish the faintest of scents. it puts its sensitive sense of smell to use by helping pastry chefs in their work.,generation-vi,1,1,common,4,False,ペロリーム,Peroream,나루림,胖甜妮,Cupcanaille,Sabbaione,Slurpuff,Slurpuff,Slurpuff,ペロリーム,胖甜妮,fairy,,False,False,False,False,8,50,,swirlix,82,80,86,85,75,72,,,,False,
113,113,kanto,chansey,A rare and elusive pokémon that is said to bring happiness to those who manage to get it.,generation-i,1,1,common,8,False,ラッキー,Lucky,럭키,吉利蛋,Leveinard,Chaneira,Chansey,Chansey,Chansey,ラッキー,吉利蛋,normal,,False,False,False,False,11,346,blissey,happiny,250,5,5,35,105,50,,,,False,
493,493,sinnoh,arceus,"It is described in mythology as the pokémon that shaped the universe with its 1,000 arms.",generation-iv,1,1,mythical,-1,False,アルセウス,Arceus,아르세우스,阿爾宙斯,Arceus,Arceus,Arceus,Arceus,Arceus,アルセウス,阿尔宙斯,normal,,True,False,False,False,32,3200,,,120,120,120,120,120,120,,,,False,
114,114,kanto,tangela,The whole body is swathed with wide vines that are similar to sea­ weed. its vines shake as it walks.,generation-i,1,1,common,4,False,モンジャラ,Monjara,덩쿠리,蔓藤怪,Saquedeneu,Tangela,Tangela,Tangela,Tangela,モンジャラ,蔓藤怪,grass,,False,False,False,False,10,350,tangrowth,,65,55,115,100,40,60,,,,False,
878,878,galar,cufant,"It digs up the ground with its trunk. it’s also very strong, being able to carry loads of over five tons without any problem at all.",generation-viii,1,1,common,4,False,ゾウドウ,Zoudou,끼리동,銅象,Charibari,Kupfanti,Cufant,Cufant,Cufant,ゾウドウ,铜象,steel,,False,False,False,False,12,1000,copperajah,,72,80,49,40,49,40,,,,False,
494,494,unova,victini,"This pokémon brings victory. it is said that trainers with Victini always win, regardless of the type of encounter.",generation-v,1,1,mythical,-1,False,ビクティニ,Victini,비크티니,比克提尼,Victini,Victini,Victini,Victini,Victini,ビクティニ,比克提尼,psychic,fire,True,False,False,False,4,40,,,100,100,100,100,100,100,,,,False,
686,686,kalos,inkay,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,generation-vi,1,1,common,4,False,マーイーカ,Maaiika,오케이징,好啦魷,Sepiatop,Iscalar,Inkay,Inkay,Inkay,マーイーカ,好啦鱿,dark,psychic,False,False,False,False,4,35,malamar,,53,54,53,37,46,45,,,,False,
304,304,hoenn,aron,"This pokémon has a body of steel. to make its body, Aron feeds on iron ore that it digs from mountains. occasionally, it causes major trouble by eating bridges and rails.",generation-iii,1,1,common,4,False,ココドラ,Cokodora,가보리,可可多拉,Galekid,Stollunior,Aron,Aron,Aron,ココドラ,可可多拉,steel,rock,False,False,False,False,4,600,lairon,,50,70,100,40,40,30,,,,False,
116,116,kanto,horsea,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,generation-i,1,1,common,4,False,タッツー,Tattu,쏘드라,墨海馬,Hypotrempe,Seeper,Horsea,Horsea,Horsea,タッツー,墨海马,water,,False,False,False,False,4,80,seadra,,30,40,70,70,25,60,,,,False,
